Date,Value
06/03/2015,91.5446
04/03/2015,90.096
03/03/2015,89.5246
02/03/2015,89.857
27/02/2015,89.6803
26/02/2015,89.5837
25/02/2015,88.8158
24/02/2015,89.4719
23/02/2015,89.2486
20/02/2015,88.991
19/02/2015,88.9089
18/02/2015,89.059
13/02/2015,88.7433
12/02/2015,88.7701
11/02/2015,89.7245
10/02/2015,89.2924
09/02/2015,89.0743
06/02/2015,89.2113
05/02/2015,88.4552
04/02/2015,88.8298
03/02/2015,88.5294
02/02/2015,89.1999
30/01/2015,89.6269
29/01/2015,89.5227
28/01/2015,88.7602
27/01/2015,88.5382
26/01/2015,88.933
23/01/2015,88.8135
22/01/2015,88.232
21/01/2015,87.6474
20/01/2015,87.2325
16/01/2015,86.9265
15/01/2015,86.705
14/01/2015,86.6097
13/01/2015,86.8629
12/01/2015,86.6687
09/01/2015,86.5625
08/01/2015,86.6519
07/01/2015,86.7411
06/01/2015,86.0471
05/01/2015,86.2016
02/01/2015,85.7577
31/12/2014,85.0652
30/12/2014,84.7628
29/12/2014,85.0006
24/12/2014,84.9349
23/12/2014,85.0083
22/12/2014,84.6852
19/12/2014,84.6676
18/12/2014,84.315
17/12/2014,83.91
16/12/2014,83.5181
15/12/2014,83.7107
12/12/2014,83.4711
11/12/2014,83.8522
10/12/2014,83.5567
09/12/2014,83.4866
08/12/2014,84.219
05/12/2014,84.1257
04/12/2014,83.3877
03/12/2014,83.7594
02/12/2014,83.5228
01/12/2014,82.9377
28/11/2014,83.3705
26/11/2014,82.5859
25/11/2014,82.8118
24/11/2014,83.0047
21/11/2014,82.9417
20/11/2014,82.7627
19/11/2014,82.7301
18/11/2014,82.5553
17/11/2014,82.7956
14/11/2014,82.6243
13/11/2014,82.6806
12/11/2014,82.5341
10/11/2014,82.7006
07/11/2014,82.7461
06/11/2014,82.9246
05/11/2014,82.5232
04/11/2014,82.2142
03/11/2014,82.3088
31/10/2014,81.8583
30/10/2014,81.0528
29/10/2014,80.3787
28/10/2014,80.5117
27/10/2014,80.7399
24/10/2014,80.8109
23/10/2014,80.9594
22/10/2014,80.8094
21/10/2014,80.5279
20/10/2014,80.4982
17/10/2014,80.5278
16/10/2014,80.3286
15/10/2014,80.5238
14/10/2014,80.8926
10/10/2014,80.8601
09/10/2014,80.6583
08/10/2014,80.8064
07/10/2014,80.9357
06/10/2014,81.1335
03/10/2014,81.6336
02/10/2014,80.6819
01/10/2014,80.9928
30/09/2014,81.0756
29/09/2014,80.6812
26/09/2014,80.7703
25/09/2014,80.3703
24/09/2014,80.2143
23/09/2014,79.9367
22/09/2014,79.9205
19/09/2014,79.8223
18/09/2014,79.4921
17/09/2014,79.2843
16/09/2014,79.2236
15/09/2014,79.4974
12/09/2014,79.5433
11/09/2014,79.4497
10/09/2014,79.3746
09/09/2014,79.437
08/09/2014,79.0468
05/09/2014,78.7697
04/09/2014,78.8074
03/09/2014,78.1998
02/09/2014,78.3587
29/08/2014,77.9776
28/08/2014,77.8764
27/08/2014,77.9372
26/08/2014,78.0966
25/08/2014,78.0904
22/08/2014,77.9544
21/08/2014,77.8051
20/08/2014,77.7343
19/08/2014,77.5529
18/08/2014,77.2932
15/08/2014,77.2219
14/08/2014,77.2942
13/08/2014,77.3755
12/08/2014,77.3689
11/08/2014,77.2732
08/08/2014,77.2866
07/08/2014,77.2807
06/08/2014,77.3369
05/08/2014,77.4409
04/08/2014,77.1807
01/08/2014,77.1301
31/07/2014,77.2063
30/07/2014,77.284
29/07/2014,76.9616
28/07/2014,76.7133
25/07/2014,76.7712
24/07/2014,76.5247
23/07/2014,76.4726
22/07/2014,76.4769
21/07/2014,76.3024
18/07/2014,76.3269
17/07/2014,76.3008
16/07/2014,76.3329
15/07/2014,76.2454
14/07/2014,76.046
11/07/2014,76.0593
10/07/2014,75.9094
09/07/2014,75.867
08/07/2014,75.9451
07/07/2014,75.987
03/07/2014,75.9433
02/07/2014,75.806
01/07/2014,75.6811
30/06/2014,75.7123
27/06/2014,75.9147
26/06/2014,76.0602
25/06/2014,76.0454
24/06/2014,76.2585
23/06/2014,76.1756
20/06/2014,76.3054
19/06/2014,76.2929
18/06/2014,76.592
17/06/2014,76.6061
16/06/2014,76.4505
13/06/2014,76.6742
12/06/2014,76.5622
11/06/2014,76.697
10/06/2014,76.8393
09/06/2014,76.7179
06/06/2014,76.6459
05/06/2014,76.6955
04/06/2014,76.7542
03/06/2014,76.6785
02/06/2014,76.6675
30/05/2014,76.4505
29/05/2014,76.458
28/05/2014,76.5922
27/05/2014,76.5466
23/05/2014,76.4879
22/05/2014,76.4536
21/05/2014,76.4822
20/05/2014,76.2763
19/05/2014,76.1559
16/05/2014,76.2315
15/05/2014,76.2404
14/05/2014,76.2502
13/05/2014,76.3088
12/05/2014,76.1646
09/05/2014,76.1464
08/05/2014,75.7546
07/05/2014,75.7175
06/05/2014,75.6645
05/05/2014,76.0115
02/05/2014,76.1282
01/05/2014,76.0854
30/04/2014,76.0492
29/04/2014,76.2961
28/04/2014,76.337
25/04/2014,76.3353
24/04/2014,76.3594
23/04/2014,76.4061
22/04/2014,76.4151
21/04/2014,76.4592
18/04/2014,76.3858
17/04/2014,76.2569
16/04/2014,76.349
